,IC
2016-03-28,0.16353169725653252
2016-03-29,-0.05038977573969456
2016-03-30,-0.06532608566174064
2016-03-31,0.2970815753935215
2016-04-01,0.16844644933176592
2016-04-04,0.10774236515160301
2016-04-05,-0.07956058777335327
2016-04-06,0.1788640628733234
2016-04-07,-0.08817199005128008
2016-04-08,-0.2529906300383197
2016-04-11,-0.2589239603464765
2016-04-12,-0.42682182496050053
2016-04-13,-0.11764997414869993
2016-04-14,0.2999760981190148
2016-04-15,-0.07600261303005777
2016-04-18,-0.3021789036779334
2016-04-19,-0.34637179067177565
2016-04-20,-0.3062518088208652
2016-04-21,-0.1751573617563832
2016-04-22,0.42854749367864553
2016-04-25,-0.33054215045136154
2016-04-26,-0.04310952909169736
2016-04-27,0.1916769982073934
2016-04-28,0.23467338487790487
2016-04-29,0.25837264712501296
2016-05-02,0.3334833300252505
2016-05-03,0.41164576648784146
2016-05-04,0.05935334162670433
2016-05-05,0.1419349672674001
2016-05-06,0.37259696053285907
2016-05-09,-0.31843504547371515
2016-05-10,0.05759546488411582
2016-05-11,0.3422835509877287
2016-05-12,0.3112856484384914
2016-05-13,-0.193385762314046
2016-05-16,-0.48835941402047117
2016-05-17,-0.15022411379926487
2016-05-18,0.20638656415324685
2016-05-19,-0.2345509054198317
2016-05-20,-0.19198537739018792
2016-05-23,0.08650082585482317
2016-05-24,-0.49448384342277824
2016-05-25,0.2817480691270976
